----------------------------------------------------------------------
|                       M2Det Training Program                       |
----------------------------------------------------------------------
===> Constructing M2Det model
Initializing weights for [tums, reduce, up_reduce, leach, loc, conf]...
===> Loading Dataset...
===> Training M2Det on VOC
Time:Thu Dec 22 03:32:55 2022||Epoch:3||EpochIter:102/454||Iter:1010||Loss_L:2.8618||Loss_C:4.9872||Batch_Time:0.6763||LR:0.0017803
Time:Thu Dec 22 03:33:02 2022||Epoch:3||EpochIter:112/454||Iter:1020||Loss_L:1.9552||Loss_C:3.9404||Batch_Time:0.6737||LR:0.0017979
Time:Thu Dec 22 03:33:08 2022||Epoch:3||EpochIter:122/454||Iter:1030||Loss_L:2.0626||Loss_C:4.1346||Batch_Time:0.6745||LR:0.0018155
Time:Thu Dec 22 03:33:15 2022||Epoch:3||EpochIter:132/454||Iter:1040||Loss_L:2.1741||Loss_C:3.8342||Batch_Time:0.6754||LR:0.0018331
Time:Thu Dec 22 03:33:22 2022||Epoch:3||EpochIter:142/454||Iter:1050||Loss_L:3.4968||Loss_C:3.7820||Batch_Time:0.6748||LR:0.0018508
Time:Thu Dec 22 03:33:29 2022||Epoch:3||EpochIter:152/454||Iter:1060||Loss_L:3.4241||Loss_C:4.2603||Batch_Time:0.6739||LR:0.0018684
Time:Thu Dec 22 03:33:36 2022||Epoch:3||EpochIter:162/454||Iter:1070||Loss_L:4.2325||Loss_C:3.9944||Batch_Time:0.6735||LR:0.0018860
Time:Thu Dec 22 03:33:42 2022||Epoch:3||EpochIter:172/454||Iter:1080||Loss_L:1.8851||Loss_C:3.6355||Batch_Time:0.6736||LR:0.0019036
Time:Thu Dec 22 03:33:49 2022||Epoch:3||EpochIter:182/454||Iter:1090||Loss_L:1.6161||Loss_C:3.8666||Batch_Time:0.6737||LR:0.0019212
Time:Thu Dec 22 03:33:56 2022||Epoch:3||EpochIter:192/454||Iter:1100||Loss_L:1.4521||Loss_C:3.6951||Batch_Time:0.6746||LR:0.0019388
Time:Thu Dec 22 03:34:03 2022||Epoch:3||EpochIter:202/454||Iter:1110||Loss_L:2.2942||Loss_C:3.7069||Batch_Time:0.6748||LR:0.0019565
Time:Thu Dec 22 03:34:09 2022||Epoch:3||EpochIter:212/454||Iter:1120||Loss_L:1.9043||Loss_C:4.1751||Batch_Time:0.6746||LR:0.0019741
Time:Thu Dec 22 03:34:16 2022||Epoch:3||EpochIter:222/454||Iter:1130||Loss_L:2.0736||Loss_C:4.0054||Batch_Time:0.6739||LR:0.0019917
Time:Thu Dec 22 03:34:23 2022||Epoch:3||EpochIter:232/454||Iter:1140||Loss_L:1.9659||Loss_C:3.9559||Batch_Time:0.6747||LR:0.0020093
Time:Thu Dec 22 03:34:30 2022||Epoch:3||EpochIter:242/454||Iter:1150||Loss_L:3.0841||Loss_C:4.3208||Batch_Time:0.6743||LR:0.0020269
Time:Thu Dec 22 03:34:37 2022||Epoch:3||EpochIter:252/454||Iter:1160||Loss_L:2.2883||Loss_C:3.8909||Batch_Time:0.6747||LR:0.0020445
Time:Thu Dec 22 03:34:43 2022||Epoch:3||EpochIter:262/454||Iter:1170||Loss_L:2.1763||Loss_C:4.3704||Batch_Time:0.6749||LR:0.0020622
Time:Thu Dec 22 03:34:50 2022||Epoch:3||EpochIter:272/454||Iter:1180||Loss_L:4.7914||Loss_C:4.6913||Batch_Time:0.6749||LR:0.0020798
Time:Thu Dec 22 03:34:57 2022||Epoch:3||EpochIter:282/454||Iter:1190||Loss_L:2.6989||Loss_C:4.0005||Batch_Time:0.6736||LR:0.0020974
Time:Thu Dec 22 03:35:04 2022||Epoch:3||EpochIter:292/454||Iter:1200||Loss_L:1.9816||Loss_C:3.7998||Batch_Time:0.6744||LR:0.0021150
Time:Thu Dec 22 03:35:11 2022||Epoch:3||EpochIter:302/454||Iter:1210||Loss_L:2.2555||Loss_C:4.0042||Batch_Time:0.6750||LR:0.0021326
Time:Thu Dec 22 03:35:17 2022||Epoch:3||EpochIter:312/454||Iter:1220||Loss_L:1.8313||Loss_C:3.7819||Batch_Time:0.6736||LR:0.0021502
Time:Thu Dec 22 03:35:24 2022||Epoch:3||EpochIter:322/454||Iter:1230||Loss_L:2.4255||Loss_C:4.0866||Batch_Time:0.6745||LR:0.0021679
Time:Thu Dec 22 03:35:31 2022||Epoch:3||EpochIter:332/454||Iter:1240||Loss_L:2.8660||Loss_C:3.3882||Batch_Time:0.6742||LR:0.0021855
Time:Thu Dec 22 03:35:38 2022||Epoch:3||EpochIter:342/454||Iter:1250||Loss_L:2.3012||Loss_C:3.8518||Batch_Time:0.6740||LR:0.0022031
Time:Thu Dec 22 03:35:45 2022||Epoch:3||EpochIter:352/454||Iter:1260||Loss_L:1.7929||Loss_C:3.6290||Batch_Time:0.6756||LR:0.0022207
Time:Thu Dec 22 03:35:51 2022||Epoch:3||EpochIter:362/454||Iter:1270||Loss_L:2.7127||Loss_C:4.1716||Batch_Time:0.6729||LR:0.0022383
Time:Thu Dec 22 03:35:58 2022||Epoch:3||EpochIter:372/454||Iter:1280||Loss_L:2.3949||Loss_C:3.8548||Batch_Time:0.6746||LR:0.0022559
Time:Thu Dec 22 03:36:05 2022||Epoch:3||EpochIter:382/454||Iter:1290||Loss_L:1.8036||Loss_C:4.0071||Batch_Time:0.6768||LR:0.0022736
Time:Thu Dec 22 03:36:12 2022||Epoch:3||EpochIter:392/454||Iter:1300||Loss_L:2.3780||Loss_C:3.9572||Batch_Time:0.6747||LR:0.0022912
Time:Thu Dec 22 03:36:19 2022||Epoch:3||EpochIter:402/454||Iter:1310||Loss_L:4.6389||Loss_C:4.6114||Batch_Time:0.6736||LR:0.0023088
Time:Thu Dec 22 03:36:25 2022||Epoch:3||EpochIter:412/454||Iter:1320||Loss_L:2.0994||Loss_C:4.0208||Batch_Time:0.6742||LR:0.0023264
Time:Thu Dec 22 03:36:32 2022||Epoch:3||EpochIter:422/454||Iter:1330||Loss_L:1.8257||Loss_C:3.4610||Batch_Time:0.6752||LR:0.0023440
Time:Thu Dec 22 03:36:39 2022||Epoch:3||EpochIter:432/454||Iter:1340||Loss_L:2.9969||Loss_C:3.8122||Batch_Time:0.6745||LR:0.0023616
Time:Thu Dec 22 03:36:46 2022||Epoch:3||EpochIter:442/454||Iter:1350||Loss_L:2.2463||Loss_C:3.9823||Batch_Time:0.6732||LR:0.0023793
Time:Thu Dec 22 03:36:53 2022||Epoch:3||EpochIter:452/454||Iter:1360||Loss_L:2.4841||Loss_C:3.9718||Batch_Time:0.6735||LR:0.0023969
Time:Thu Dec 22 03:37:03 2022||Epoch:4||EpochIter:8/454||Iter:1370||Loss_L:3.5649||Loss_C:3.7810||Batch_Time:0.6847||LR:0.0024145
Time:Thu Dec 22 03:37:10 2022||Epoch:4||EpochIter:18/454||Iter:1380||Loss_L:2.6676||Loss_C:3.7178||Batch_Time:0.6733||LR:0.0024321
Time:Thu Dec 22 03:37:17 2022||Epoch:4||EpochIter:28/454||Iter:1390||Loss_L:1.9862||Loss_C:3.8976||Batch_Time:0.6735||LR:0.0024497
Time:Thu Dec 22 03:37:23 2022||Epoch:4||EpochIter:38/454||Iter:1400||Loss_L:2.8476||Loss_C:4.4673||Batch_Time:0.6736||LR:0.0024673
Time:Thu Dec 22 03:37:30 2022||Epoch:4||EpochIter:48/454||Iter:1410||Loss_L:1.7457||Loss_C:3.8672||Batch_Time:0.6752||LR:0.0024850
Time:Thu Dec 22 03:37:37 2022||Epoch:4||EpochIter:58/454||Iter:1420||Loss_L:1.4533||Loss_C:3.6110||Batch_Time:0.6734||LR:0.0025026
Time:Thu Dec 22 03:37:44 2022||Epoch:4||EpochIter:68/454||Iter:1430||Loss_L:2.0248||Loss_C:3.9262||Batch_Time:0.6746||LR:0.0025202
Time:Thu Dec 22 03:37:50 2022||Epoch:4||EpochIter:78/454||Iter:1440||Loss_L:2.2616||Loss_C:3.9749||Batch_Time:0.6748||LR:0.0025378
Time:Thu Dec 22 03:37:57 2022||Epoch:4||EpochIter:88/454||Iter:1450||Loss_L:1.3382||Loss_C:3.5882||Batch_Time:0.6749||LR:0.0025554
Time:Thu Dec 22 03:38:04 2022||Epoch:4||EpochIter:98/454||Iter:1460||Loss_L:6.5014||Loss_C:5.5236||Batch_Time:0.6743||LR:0.0025730
Time:Thu Dec 22 03:38:11 2022||Epoch:4||EpochIter:108/454||Iter:1470||Loss_L:1.7646||Loss_C:3.8939||Batch_Time:0.6742||LR:0.0025907
Time:Thu Dec 22 03:38:18 2022||Epoch:4||EpochIter:118/454||Iter:1480||Loss_L:7.3106||Loss_C:5.2903||Batch_Time:0.6732||LR:0.0026083
Time:Thu Dec 22 03:38:24 2022||Epoch:4||EpochIter:128/454||Iter:1490||Loss_L:1.9611||Loss_C:3.6507||Batch_Time:0.6741||LR:0.0026259
Time:Thu Dec 22 03:38:31 2022||Epoch:4||EpochIter:138/454||Iter:1500||Loss_L:2.8472||Loss_C:4.0939||Batch_Time:0.6741||LR:0.0026435
Time:Thu Dec 22 03:38:38 2022||Epoch:4||EpochIter:148/454||Iter:1510||Loss_L:1.8113||Loss_C:3.7575||Batch_Time:0.6742||LR:0.0026611
Time:Thu Dec 22 03:38:45 2022||Epoch:4||EpochIter:158/454||Iter:1520||Loss_L:2.0758||Loss_C:3.5688||Batch_Time:0.6750||LR:0.0026787
Time:Thu Dec 22 03:38:52 2022||Epoch:4||EpochIter:168/454||Iter:1530||Loss_L:2.2128||Loss_C:3.8788||Batch_Time:0.6740||LR:0.0026964
Time:Thu Dec 22 03:38:58 2022||Epoch:4||EpochIter:178/454||Iter:1540||Loss_L:2.2466||Loss_C:3.7782||Batch_Time:0.6737||LR:0.0027140
